0,0.55706,0.557116
1,0.995219,0.994247
2,0.996283,0.994397
3,0.996395,0.994397
4,0.996545,0.994696
5,0.996881,0.995368
6,0.997049,0.995517
7,0.996918,0.995443
8,0.996956,0.995517
9,0.99718,0.995742
10,0.997497,0.995816
11,0.997497,0.995667
12,0.997404,0.995667
13,0.997479,0.995667
14,0.997497,0.995667
15,0.997497,0.995667
16,0.997591,0.995592
17,0.997609,0.995667
18,0.99774,0.995891
19,0.99774,0.995891
20,0.997759,0.995891
21,0.997777,0.995891
22,0.997833,0.99619
23,0.997796,0.996264
24,0.997796,0.996339
25,0.997777,0.99619
26,0.997796,0.996264
27,0.997777,0.996339
28,0.997852,0.996563
29,0.997871,0.996563
30,0.997871,0.996563
31,0.997852,0.996563
32,0.997871,0.996489
33,0.997852,0.996563
34,0.997871,0.996489
35,0.997889,0.996489
36,0.997964,0.996489
37,0.997983,0.996489
38,0.997871,0.996414
39,0.997889,0.996489
40,0.997964,0.996414
41,0.997983,0.996489
42,0.997964,0.996489
43,0.997983,0.996414
44,0.99802,0.996414
45,0.998076,0.996563
46,0.998095,0.996563
47,0.998076,0.996563
48,0.998095,0.996563
49,0.998095,0.996489
50,0.998095,0.996489
51,0.998095,0.996414
52,0.998095,0.996414
53,0.998076,0.996414
54,0.998076,0.996414
55,0.998095,0.996414
56,0.998095,0.996414
57,0.998114,0.996414
58,0.998132,0.996414
59,0.998151,0.996414
60,0.998188,0.996414
61,0.998226,0.996414
62,0.9983,0.996489
63,0.998319,0.996489
64,0.9983,0.996414
65,0.998338,0.996489
66,0.998319,0.996489
67,0.998319,0.996563
68,0.998356,0.996638
69,0.998375,0.996638
70,0.998375,0.996638
71,0.998394,0.996638
72,0.998394,0.996563
73,0.998431,0.996638
74,0.998431,0.996563
75,0.998487,0.996489
76,0.998487,0.996638
77,0.998506,0.996638
78,0.998543,0.996638
79,0.998581,0.996638
80,0.998581,0.996638
81,0.998581,0.996489
82,0.998618,0.996489
83,0.998618,0.996489
84,0.998674,0.996563
85,0.998693,0.996638
86,0.998711,0.996638
87,0.998693,0.996713
88,0.998693,0.996638
89,0.998693,0.996638
90,0.998693,0.996638
91,0.998693,0.996638
92,0.998711,0.996638
93,0.99873,0.996638
94,0.998767,0.996713
95,0.998767,0.996563
96,0.998823,0.996638
97,0.998861,0.996638
98,0.998842,0.996638
99,0.998842,0.996638
100,0.998842,0.996638
101,0.998861,0.996713
102,0.998861,0.996638
103,0.998879,0.996787
104,0.998879,0.996787
105,0.998879,0.996787
106,0.998879,0.996787
107,0.998879,0.996713
108,0.998879,0.996713
109,0.998898,0.996713
110,0.998917,0.996713
111,0.998898,0.996638
112,0.998898,0.996713
113,0.998879,0.996713
114,0.998879,0.996713
115,0.998879,0.996563
116,0.998898,0.996713
117,0.998898,0.996713
118,0.998879,0.996713
119,0.998879,0.996713
120,0.998898,0.996713
121,0.998898,0.996713
122,0.998898,0.996713
123,0.998898,0.996713
124,0.998898,0.996713
125,0.998898,0.996713
126,0.998898,0.996713
127,0.998898,0.996713
128,0.998898,0.996713
129,0.998898,0.996713
130,0.998898,0.996713
131,0.998898,0.996563
132,0.998917,0.996563
133,0.998917,0.996563
134,0.998917,0.996713
135,0.998917,0.996713
136,0.998898,0.996713
137,0.998898,0.996713
138,0.998898,0.996713
139,0.998898,0.996713
140,0.998898,0.996713
141,0.998917,0.996713
142,0.998935,0.996638
143,0.998935,0.996713
144,0.998935,0.996713
145,0.998935,0.996713
146,0.998973,0.996638
147,0.998973,0.996638
148,0.998954,0.996787
149,0.998954,0.996787
150,0.99901,0.996862
151,0.99901,0.996937
152,0.99901,0.996937
153,0.99901,0.997012
154,0.99901,0.997012
155,0.99901,0.997012
156,0.99901,0.997012
157,0.99901,0.997012
158,0.99901,0.997012
159,0.99901,0.997012
160,0.99901,0.997012
161,0.999029,0.997012
162,0.999029,0.997012
163,0.999029,0.997012
164,0.99901,0.997012
165,0.999029,0.996937
166,0.999029,0.996937
167,0.999047,0.996937
168,0.999029,0.996937
169,0.999047,0.996937
170,0.999047,0.996937
171,0.999047,0.996937
172,0.999047,0.996937
173,0.999085,0.996937
174,0.999103,0.997086
175,0.999103,0.997086
176,0.999103,0.997086
177,0.999103,0.997086
178,0.999122,0.997086
179,0.999141,0.997086
180,0.999141,0.997086
181,0.999141,0.997086
182,0.99916,0.997086
183,0.99916,0.997086
184,0.99916,0.997086
185,0.99916,0.997086
186,0.999178,0.997086
187,0.999178,0.997086
188,0.999178,0.997086
189,0.99916,0.997086
190,0.99916,0.997086
191,0.99916,0.997086
192,0.999178,0.997086
193,0.999178,0.997086
194,0.999197,0.997086
195,0.999197,0.997086
196,0.999272,0.997086
197,0.99929,0.997012
198,0.99929,0.997086
199,0.999272,0.997086
200,0.99929,0.997012
201,0.999272,0.996937
202,0.999309,0.996937
203,0.999328,0.997012
204,0.999384,0.997012
205,0.999384,0.997012
206,0.999384,0.997012
207,0.999365,0.997012
208,0.999384,0.997012
209,0.999384,0.996937
210,0.999384,0.996937
211,0.999384,0.996937
212,0.999384,0.997012
213,0.999402,0.997012
214,0.999402,0.996937
215,0.999384,0.996937
216,0.999421,0.996937
217,0.99944,0.996937
218,0.999421,0.996937
219,0.99944,0.996937
220,0.99944,0.996937
221,0.99944,0.996937
222,0.99944,0.996862
223,0.99944,0.996937
224,0.999421,0.996937
